Дата,Год,Год-мес,точка,бренд,товар,Количество,Продажи,Себестоимость
2021-01-01,2021,202101,Проездная,Galosha,KA grou-7567,70,905520,495600.0
2021-02-01,2021,202102,Проездная,Galosha,KA grou-7567,44,588676,311520.0
2021-03-01,2021,202103,Проездная,Galosha,KA grou-7567,35,443520,247800.0
2021-04-01,2021,202104,Проездная,Galosha,KA grou-7567,65,882050,460200.0
2021-05-01,2021,202105,Проездная,Galosha,KA grou-7567,83,1142910,587640.0
2021-06-01,2021,202106,Проездная,Galosha,KA grou-7567,78,1048632,552240.0
2021-07-01,2021,202107,Проездная,Galosha,KA grou-7567,83,997743,587640.0
2021-08-01,2021,202108,Проездная,Galosha,KA grou-7567,70,874440,495600.0
2021-09-01,2021,202109,Проездная,Galosha,KA grou-7567,74,991156,523920.0
2021-10-01,2021,202110,Проездная,Galosha,KA grou-7567,61,821060,431880.0
2021-11-01,2021,202111,Проездная,Galosha,KA grou-7567,44,579084,311520.0
2021-12-01,2021,202112,Проездная,Galosha,KA grou-7567,52,664820,368160.0
2022-01-01,2022,202201,Проездная,Galosha,KA grou-7567,77,1038191,545160.0
2022-02-01,2022,202202,Проездная,Galosha,KA grou-7567,48,619200,339840.0
2022-03-01,2022,202203,Проездная,Galosha,KA grou-7567,39,511212,276120.0
2022-04-01,2022,202204,Проездная,Galosha,KA grou-7567,72,992376,509760.0
2022-05-01,2022,202205,Проездная,Galosha,KA grou-7567,91,1259804,644280.0
2022-06-01,2022,202206,Проездная,Galosha,KA grou-7567,86,1172696,608880.0
2022-07-01,2022,202207,Проездная,Galosha,KA grou-7567,91,1051414,644280.0
2022-08-01,2022,202208,Проездная,Galosha,KA grou-7567,77,1007699,545160.0
2022-09-01,2022,202209,Проездная,Galosha,KA grou-7567,81,1012581,573480.0
2022-10-01,2022,202210,Проездная,Galosha,KA grou-7567,67,883395,474360.0
2022-11-01,2022,202211,Проездная,Galosha,KA grou-7567,48,644976,339840.0
2022-12-01,2022,202212,Проездная,Galosha,KA grou-7567,58,748722,410640.0
2021-01-01,2021,202101,Проездная,Galosha,KA gre-2749,70,1831550,735000.0
2021-02-01,2021,202102,Проездная,Galosha,KA gre-2749,44,1150908,462000.0
2021-03-01,2021,202103,Проездная,Galosha,KA gre-2749,35,891940,367500.0
2021-04-01,2021,202104,Проездная,Galosha,KA gre-2749,65,1748305,682500.0
2021-05-01,2021,202105,Проездная,Galosha,KA gre-2749,83,2212282,871500.0
2021-06-01,2021,202106,Проездная,Galosha,KA gre-2749,78,2081352,819000.0
2021-07-01,2021,202107,Проездная,Galosha,KA gre-2749,83,2085375,871500.0
2021-08-01,2021,202108,Проездная,Galosha,KA gre-2749,70,1793400,735000.0
2021-09-01,2021,202109,Проездная,Galosha,KA gre-2749,74,1897878,777000.0
2021-10-01,2021,202110,Проездная,Galosha,KA gre-2749,61,1632909,640500.0
2021-11-01,2021,202111,Проездная,Galosha,KA gre-2749,44,1158256,462000.0
2021-12-01,2021,202112,Проездная,Galosha,KA gre-2749,52,1339104,546000.0
2022-01-01,2022,202201,Проездная,Galosha,KA gre-2749,77,2017323,808500.0
2022-02-01,2022,202202,Проездная,Galosha,KA gre-2749,48,1244976,504000.0
2022-03-01,2022,202203,Проездная,Galosha,KA gre-2749,39,1021176,409500.0
2022-04-01,2022,202204,Проездная,Galosha,KA gre-2749,72,1923624,756000.0
2022-05-01,2022,202205,Проездная,Galosha,KA gre-2749,91,2507323,955500.0
2022-06-01,2022,202206,Проездная,Galosha,KA gre-2749,86,2250362,903000.0
2022-07-01,2022,202207,Проездная,Galosha,KA gre-2749,91,2302391,955500.0
2022-08-01,2022,202208,Проездная,Galosha,KA gre-2749,77,1979978,808500.0
2022-09-01,2022,202209,Проездная,Galosha,KA gre-2749,81,2054646,850500.0
2022-10-01,2022,202210,Проездная,Galosha,KA gre-2749,67,1765919,703500.0
2022-11-01,2022,202211,Проездная,Galosha,KA gre-2749,48,1264848,504000.0
2022-12-01,2022,202212,Проездная,Galosha,KA gre-2749,58,1519948,609000.0
2021-01-01,2021,202101,Проездная,Galosha,KA earth-3018,75,1417575,561000.0
2021-02-01,2021,202102,Проездная,Galosha,KA earth-3018,47,872743,351560.0
2021-03-01,2021,202103,Проездная,Galosha,KA earth-3018,38,696274,284240.0
2021-04-01,2021,202104,Проездная,Galosha,KA earth-3018,71,1348503,531080.0
2021-05-01,2021,202105,Проездная,Galosha,KA earth-3018,89,1709779,665720.0
2021-06-01,2021,202106,Проездная,Galosha,KA earth-3018,85,1560515,635800.0
2021-07-01,2021,202107,Проездная,Galosha,KA earth-3018,89,1447941,665720.0
2021-08-01,2021,202108,Проездная,Galosha,KA earth-3018,75,1355250,561000.0
2021-09-01,2021,202109,Проездная,Galosha,KA earth-3018,80,1421280,598400.0
2021-10-01,2021,202110,Проездная,Galosha,KA earth-3018,66,1240338,493680.0
2021-11-01,2021,202111,Проездная,Galosha,KA earth-3018,47,874106,351560.0
2021-12-01,2021,202112,Проездная,Galosha,KA earth-3018,57,1022979,426360.0
2022-01-01,2022,202201,Проездная,Galosha,KA earth-3018,83,1497237,620840.0
2022-02-01,2022,202202,Проездная,Galosha,KA earth-3018,52,950300,388960.0
2022-03-01,2022,202203,Проездная,Galosha,KA earth-3018,42,742770,314160.0
2022-04-01,2022,202204,Проездная,Galosha,KA earth-3018,78,1410552,583440.0
2022-05-01,2022,202205,Проездная,Galosha,KA earth-3018,98,1822702,733040.0
2022-06-01,2022,202206,Проездная,Galosha,KA earth-3018,93,1736310,695640.0
2022-07-01,2022,202207,Проездная,Galosha,KA earth-3018,98,1696674,733040.0
2022-08-01,2022,202208,Проездная,Galosha,KA earth-3018,83,1478728,620840.0
2022-09-01,2022,202209,Проездная,Galosha,KA earth-3018,88,1552848,658240.0
2022-10-01,2022,202210,Проездная,Galosha,KA earth-3018,73,1387292,546040.0
2022-11-01,2022,202211,Проездная,Galosha,KA earth-3018,52,978380,388960.0
2022-12-01,2022,202212,Проездная,Galosha,KA earth-3018,62,1081590,463760.0
2021-01-01,2021,202101,Проездная,Galosha,KA ais-3700,59,1876259,991200.0
2021-02-01,2021,202102,Проездная,Galosha,KA ais-3700,37,1174380,621600.0
2021-03-01,2021,202103,Проездная,Galosha,KA ais-3700,30,922680,504000.0
2021-04-01,2021,202104,Проездная,Galosha,KA ais-3700,55,1755930,924000.0
2021-05-01,2021,202105,Проездная,Galosha,KA ais-3700,70,2205770,1176000.0
2021-06-01,2021,202106,Проездная,Galosha,KA ais-3700,66,2093124,1108800.0
2021-07-01,2021,202107,Проездная,Galosha,KA ais-3700,70,2092440,1176000.0
2021-08-01,2021,202108,Проездная,Galosha,KA ais-3700,59,1820209,991200.0
2021-09-01,2021,202109,Проездная,Galosha,KA ais-3700,62,1900176,1041600.0
2021-10-01,2021,202110,Проездная,Galosha,KA ais-3700,51,1608438,856800.0
2021-11-01,2021,202111,Проездная,Galosha,KA ais-3700,37,1165241,621600.0
2021-12-01,2021,202112,Проездная,Galosha,KA ais-3700,44,1373944,739200.0
2022-01-01,2022,202201,Проездная,Galosha,KA ais-3700,65,2027220,1092000.0
2022-02-01,2022,202202,Проездная,Galosha,KA ais-3700,41,1304128,688800.0
2022-03-01,2022,202203,Проездная,Galosha,KA ais-3700,33,1001649,554400.0
2022-04-01,2022,202204,Проездная,Galosha,KA ais-3700,61,1947425,1024800.0
2022-05-01,2022,202205,Проездная,Galosha,KA ais-3700,77,2428503,1293600.0
2022-06-01,2022,202206,Проездная,Galosha,KA ais-3700,73,2295850,1226400.0
2022-07-01,2022,202207,Проездная,Galosha,KA ais-3700,77,2268035,1293600.0
2022-08-01,2022,202208,Проездная,Galosha,KA ais-3700,65,1952470,1092000.0
2022-09-01,2022,202209,Проездная,Galosha,KA ais-3700,69,2157561,1159200.0
2022-10-01,2022,202210,Проездная,Galosha,KA ais-3700,57,1758108,957600.0
2022-11-01,2022,202211,Проездная,Galosha,KA ais-3700,41,1283177,688800.0
2022-12-01,2022,202212,Проездная,Galosha,KA ais-3700,49,1495823,823200.0
2021-01-01,2021,202101,Проездная,Galosha,KA ice-7591,56,932736,344400.0
2021-02-01,2021,202102,Проездная,Galosha,KA ice-7591,35,571830,215250.0
2021-03-01,2021,202103,Проездная,Galosha,KA ice-7591,28,423864,172200.0
2021-04-01,2021,202104,Проездная,Galosha,KA ice-7591,53,861939,325950.0
2021-05-01,2021,202105,Проездная,Galosha,KA ice-7591,67,1108716,412050.0
2021-06-01,2021,202106,Проездная,Galosha,KA ice-7591,63,1037673,387450.0
2021-07-01,2021,202107,Проездная,Galosha,KA ice-7591,67,1002789,412050.0
2021-08-01,2021,202108,Проездная,Galosha,KA ice-7591,56,883288,344400.0
2021-09-01,2021,202109,Проездная,Galosha,KA ice-7591,60,943980,369000.0
2021-10-01,2021,202110,Проездная,Galosha,KA ice-7591,49,801101,301350.0
2021-11-01,2021,202111,Проездная,Galosha,KA ice-7591,35,560805,215250.0
2021-12-01,2021,202112,Проездная,Galosha,KA ice-7591,42,678342,258300.0
2022-01-01,2022,202201,Проездная,Galosha,KA ice-7591,62,1013204,381300.0
2022-02-01,2022,202202,Проездная,Galosha,KA ice-7591,39,648531,239850.0
2022-03-01,2022,202203,Проездная,Galosha,KA ice-7591,31,489676,190650.0
2022-04-01,2022,202204,Проездная,Galosha,KA ice-7591,58,974864,356700.0
2022-05-01,2022,202205,Проездная,Galosha,KA ice-7591,73,1243993,448950.0
2022-06-01,2022,202206,Проездная,Galosha,KA ice-7591,69,1100205,424350.0
2022-07-01,2022,202207,Проездная,Galosha,KA ice-7591,73,1056894,448950.0
2022-08-01,2022,202208,Проездная,Galosha,KA ice-7591,62,978918,381300.0
2022-09-01,2022,202209,Проездная,Galosha,KA ice-7591,66,1041480,405900.0
2022-10-01,2022,202210,Проездная,Galosha,KA ice-7591,54,907092,332100.0
2022-11-01,2022,202211,Проездная,Galosha,KA ice-7591,39,625989,239850.0
2022-12-01,2022,202212,Проездная,Galosha,KA ice-7591,46,739864,282900.0
2021-01-01,2021,202101,Проездная,Galosha,KA ai-2818,73,869138,321200.0
2021-02-01,2021,202102,Проездная,Galosha,KA ai-2818,46,558486,202400.0
2021-03-01,2021,202103,Проездная,Galosha,KA ai-2818,37,446664,162800.0
2021-04-01,2021,202104,Проездная,Galosha,KA ai-2818,69,900174,303600.0
2021-05-01,2021,202105,Проездная,Galosha,KA ai-2818,87,1150749,382800.0
2021-06-01,2021,202106,Проездная,Galosha,KA ai-2818,83,1021398,365200.0
2021-07-01,2021,202107,Проездная,Galosha,KA ai-2818,87,975531,382800.0
2021-08-01,2021,202108,Проездная,Galosha,KA ai-2818,73,852494,321200.0
2021-09-01,2021,202109,Проездная,Galosha,KA ai-2818,78,904644,343200.0
2021-10-01,2021,202110,Проездная,Galosha,KA ai-2818,64,803072,281600.0
2021-11-01,2021,202111,Проездная,Galosha,KA ai-2818,46,578818,202400.0
2021-12-01,2021,202112,Проездная,Galosha,KA ai-2818,55,630080,242000.0
2022-01-01,2022,202201,Проездная,Galosha,KA ai-2818,81,987471,356400.0
2022-02-01,2022,202202,Проездная,Galosha,KA ai-2818,51,660093,224400.0
2022-03-01,2022,202203,Проездная,Galosha,KA ai-2818,41,498437,180400.0
2022-04-01,2022,202204,Проездная,Galosha,KA ai-2818,76,983440,334400.0
2022-05-01,2022,202205,Проездная,Galosha,KA ai-2818,96,1289280,422400.0
2022-06-01,2022,202206,Проездная,Galosha,KA ai-2818,91,1136317,400400.0
2022-07-01,2022,202207,Проездная,Galosha,KA ai-2818,96,1017888,422400.0
2022-08-01,2022,202208,Проездная,Galosha,KA ai-2818,81,964305,356400.0
2022-09-01,2022,202209,Проездная,Galosha,KA ai-2818,86,994934,378400.0
2022-10-01,2022,202210,Проездная,Galosha,KA ai-2818,71,902907,312400.0
2022-11-01,2022,202211,Проездная,Galosha,KA ai-2818,51,625158,224400.0
2022-12-01,2022,202212,Проездная,Galosha,KA ai-2818,61,700646,268400.0
2021-01-01,2021,202101,Проездная,Babidas,BA air-5353,37,192437,67081.0
2021-02-01,2021,202102,Проездная,Babidas,BA air-5353,23,113183,41699.0
2021-03-01,2021,202103,Проездная,Babidas,BA air-5353,19,80921,34447.0
2021-04-01,2021,202104,Проездная,Babidas,BA air-5353,35,199325,63455.0
2021-05-01,2021,202105,Проездная,Babidas,BA air-5353,44,244596,79772.0
2021-06-01,2021,202106,Проездная,Babidas,BA air-5353,42,205422,76146.0
2021-07-01,2021,202107,Проездная,Babidas,BA air-5353,44,180444,79772.0
2021-08-01,2021,202108,Проездная,Babidas,BA air-5353,37,171754,67081.0
2021-09-01,2021,202109,Проездная,Babidas,BA air-5353,40,196360,72520.0
2021-10-01,2021,202110,Проездная,Babidas,BA air-5353,33,169818,59829.0
2021-11-01,2021,202111,Проездная,Babidas,BA air-5353,23,117507,41699.0
2021-12-01,2021,202112,Проездная,Babidas,BA air-5353,28,130200,50764.0
2022-01-01,2022,202201,Проездная,Babidas,BA air-5353,41,217505,74333.0
2022-02-01,2022,202202,Проездная,Babidas,BA air-5353,26,139724,47138.0
2022-03-01,2022,202203,Проездная,Babidas,BA air-5353,21,96054,38073.0
2022-04-01,2022,202204,Проездная,Babidas,BA air-5353,38,215004,68894.0
2022-05-01,2022,202205,Проездная,Babidas,BA air-5353,49,271117,88837.0
2022-06-01,2022,202206,Проездная,Babidas,BA air-5353,46,221122,83398.0
2022-07-01,2022,202207,Проездная,Babidas,BA air-5353,49,163905,88837.0
2022-08-01,2022,202208,Проездная,Babidas,BA air-5353,41,176997,74333.0
2022-09-01,2022,202209,Проездная,Babidas,BA air-5353,44,196900,79772.0
2022-10-01,2022,202210,Проездная,Babidas,BA air-5353,36,195948,65268.0
2022-11-01,2022,202211,Проездная,Babidas,BA air-5353,26,123656,47138.0
2022-12-01,2022,202212,Проездная,Babidas,BA air-5353,31,128929,56203.0
2021-01-01,2021,202101,Проездная,Babidas,BA grou-9248,29,112926,33350.0
2021-02-01,2021,202102,Проездная,Babidas,BA grou-9248,18,72936,20700.0
2021-03-01,2021,202103,Проездная,Babidas,BA grou-9248,15,41175,17250.0
2021-04-01,2021,202104,Проездная,Babidas,BA grou-9248,27,108027,31050.0
2021-05-01,2021,202105,Проездная,Babidas,BA grou-9248,35,163765,40250.0
2021-06-01,2021,202106,Проездная,Babidas,BA grou-9248,33,128832,37950.0
2021-07-01,2021,202107,Проездная,Babidas,BA grou-9248,35,70525,40250.0
2021-08-01,2021,202108,Проездная,Babidas,BA grou-9248,29,90248,33350.0
2021-09-01,2021,202109,Проездная,Babidas,BA grou-9248,31,125705,35650.0
2021-10-01,2021,202110,Проездная,Babidas,BA grou-9248,26,120276,29900.0
2021-11-01,2021,202111,Проездная,Babidas,BA grou-9248,18,73548,20700.0
2021-12-01,2021,202112,Проездная,Babidas,BA grou-9248,22,80806,25300.0
2022-01-01,2022,202201,Проездная,Babidas,BA grou-9248,32,112640,36800.0
2022-02-01,2022,202202,Проездная,Babidas,BA grou-9248,20,70100,23000.0
2022-03-01,2022,202203,Проездная,Babidas,BA grou-9248,16,55264,18400.0
2022-04-01,2022,202204,Проездная,Babidas,BA grou-9248,30,120270,34500.0
2022-05-01,2022,202205,Проездная,Babidas,BA grou-9248,38,167998,43700.0
2022-06-01,2022,202206,Проездная,Babidas,BA grou-9248,36,134640,41400.0
2022-07-01,2022,202207,Проездная,Babidas,BA grou-9248,38,106552,43700.0
2022-08-01,2022,202208,Проездная,Babidas,BA grou-9248,32,106464,36800.0
2022-09-01,2022,202209,Проездная,Babidas,BA grou-9248,34,117436,39100.0
2022-10-01,2022,202210,Проездная,Babidas,BA grou-9248,28,114296,32200.0
2022-11-01,2022,202211,Проездная,Babidas,BA grou-9248,20,69880,23000.0
2022-12-01,2022,202212,Проездная,Babidas,BA grou-9248,24,70872,27600.0
2021-01-01,2021,202101,Проездная,Babidas,BA gre-3658,38,175256,50692.0
2021-02-01,2021,202102,Проездная,Babidas,BA gre-3658,24,97848,32016.0
2021-03-01,2021,202103,Проездная,Babidas,BA gre-3658,19,71041,25346.0
2021-04-01,2021,202104,Проездная,Babidas,BA gre-3658,35,169680,46690.0
2021-05-01,2021,202105,Проездная,Babidas,BA gre-3658,45,234855,60030.0
2021-06-01,2021,202106,Проездная,Babidas,BA gre-3658,42,155652,56028.0
2021-07-01,2021,202107,Проездная,Babidas,BA gre-3658,45,102375,60030.0
2021-08-01,2021,202108,Проездная,Babidas,BA gre-3658,38,138206,50692.0
2021-09-01,2021,202109,Проездная,Babidas,BA gre-3658,40,167320,53360.0
2021-10-01,2021,202110,Проездная,Babidas,BA gre-3658,33,138831,44022.0
2021-11-01,2021,202111,Проездная,Babidas,BA gre-3658,24,94896,32016.0
2021-12-01,2021,202112,Проездная,Babidas,BA gre-3658,28,118132,37352.0
2022-01-01,2022,202201,Проездная,Babidas,BA gre-3658,41,187903,54694.0
2022-02-01,2022,202202,Проездная,Babidas,BA gre-3658,26,117702,34684.0
2022-03-01,2022,202203,Проездная,Babidas,BA gre-3658,21,74466,28014.0
2022-04-01,2022,202204,Проездная,Babidas,BA gre-3658,39,186264,52026.0
2022-05-01,2022,202205,Проездная,Babidas,BA gre-3658,49,215453,65366.0
2022-06-01,2022,202206,Проездная,Babidas,BA gre-3658,46,203274,61364.0
2022-07-01,2022,202207,Проездная,Babidas,BA gre-3658,49,121177,65366.0
2022-08-01,2022,202208,Проездная,Babidas,BA gre-3658,41,159695,54694.0
2022-09-01,2022,202209,Проездная,Babidas,BA gre-3658,44,171160,58696.0
2022-10-01,2022,202210,Проездная,Babidas,BA gre-3658,36,159372,48024.0
2022-11-01,2022,202211,Проездная,Babidas,BA gre-3658,26,115674,34684.0
2022-12-01,2022,202212,Проездная,Babidas,BA gre-3658,31,100409,41354.0
2021-01-01,2021,202101,Проездная,Babidas,BA earth-3530,31,156736,62496.0
2021-02-01,2021,202102,Проездная,Babidas,BA earth-3530,20,124900,40320.0
2021-03-01,2021,202103,Проездная,Babidas,BA earth-3530,16,77776,32256.0
2021-04-01,2021,202104,Проездная,Babidas,BA earth-3530,29,181888,58464.0
2021-05-01,2021,202105,Проездная,Babidas,BA earth-3530,37,210308,74592.0
2021-06-01,2021,202106,Проездная,Babidas,BA earth-3530,35,215250,70560.0
2021-07-01,2021,202107,Проездная,Babidas,BA earth-3530,37,147223,74592.0
2021-08-01,2021,202108,Проездная,Babidas,BA earth-3530,31,150598,62496.0
2021-09-01,2021,202109,Проездная,Babidas,BA earth-3530,33,154902,66528.0
2021-10-01,2021,202110,Проездная,Babidas,BA earth-3530,27,146988,54432.0
2021-11-01,2021,202111,Проездная,Babidas,BA earth-3530,20,115240,40320.0
2021-12-01,2021,202112,Проездная,Babidas,BA earth-3530,24,118320,48384.0
2022-01-01,2022,202201,Проездная,Babidas,BA earth-3530,34,172312,68544.0
2022-02-01,2022,202202,Проездная,Babidas,BA earth-3530,22,125664,44352.0
2022-03-01,2022,202203,Проездная,Babidas,BA earth-3530,17,74613,34272.0
2022-04-01,2022,202204,Проездная,Babidas,BA earth-3530,32,193568,64512.0
2022-05-01,2022,202205,Проездная,Babidas,BA earth-3530,41,262892,82656.0
2022-06-01,2022,202206,Проездная,Babidas,BA earth-3530,39,228774,78624.0
2022-07-01,2022,202207,Проездная,Babidas,BA earth-3530,41,154324,82656.0
2022-08-01,2022,202208,Проездная,Babidas,BA earth-3530,34,180268,68544.0
2022-09-01,2022,202209,Проездная,Babidas,BA earth-3530,36,163584,72576.0
2022-10-01,2022,202210,Проездная,Babidas,BA earth-3530,30,186180,60480.0
2022-11-01,2022,202211,Проездная,Babidas,BA earth-3530,22,124564,44352.0
2022-12-01,2022,202212,Проездная,Babidas,BA earth-3530,26,112060,52416.0
2021-01-01,2021,202101,Проездная,Babidas,BA ais-1740,28,76160,26180.000000000004
2021-02-01,2021,202102,Проездная,Babidas,BA ais-1740,18,60030,16830.000000000004
2021-03-01,2021,202103,Проездная,Babidas,BA ais-1740,14,35014,13090.000000000002
2021-04-01,2021,202104,Проездная,Babidas,BA ais-1740,27,83997,25245.000000000004
2021-05-01,2021,202105,Проездная,Babidas,BA ais-1740,34,115158,31790.000000000004
2021-06-01,2021,202106,Проездная,Babidas,BA ais-1740,32,104544,29920.000000000004
2021-07-01,2021,202107,Проездная,Babidas,BA ais-1740,34,60962,31790.000000000004
2021-08-01,2021,202108,Проездная,Babidas,BA ais-1740,28,63784,26180.000000000004
2021-09-01,2021,202109,Проездная,Babidas,BA ais-1740,30,92190,28050.000000000004
2021-10-01,2021,202110,Проездная,Babidas,BA ais-1740,25,78425,23375.000000000004
2021-11-01,2021,202111,Проездная,Babidas,BA ais-1740,18,45180,16830.000000000004
2021-12-01,2021,202112,Проездная,Babidas,BA ais-1740,21,51618,19635.000000000004
2022-01-01,2022,202201,Проездная,Babidas,BA ais-1740,31,93620,28985.000000000004
2022-02-01,2022,202202,Проездная,Babidas,BA ais-1740,20,66760,18700.000000000004
2022-03-01,2022,202203,Проездная,Babidas,BA ais-1740,16,45536,14960.000000000002
2022-04-01,2022,202204,Проездная,Babidas,BA ais-1740,29,95352,27115.000000000004
2022-05-01,2022,202205,Проездная,Babidas,BA ais-1740,37,129241,34595.00000000001
2022-06-01,2022,202206,Проездная,Babidas,BA ais-1740,35,95760,32725.000000000004
2022-07-01,2022,202207,Проездная,Babidas,BA ais-1740,37,66600,34595.00000000001
2022-08-01,2022,202208,Проездная,Babidas,BA ais-1740,31,80848,28985.000000000004
2022-09-01,2022,202209,Проездная,Babidas,BA ais-1740,33,84975,30855.000000000004
2022-10-01,2022,202210,Проездная,Babidas,BA ais-1740,27,81270,25245.000000000004
2022-11-01,2022,202211,Проездная,Babidas,BA ais-1740,20,53440,18700.000000000004
2022-12-01,2022,202212,Проездная,Babidas,BA ais-1740,23,56626,21505.000000000004
2021-01-01,2021,202101,Проездная,Babidas,BA ice-4231,35,182595,69160.0
2021-02-01,2021,202102,Проездная,Babidas,BA ice-4231,22,109934,43472.0
2021-03-01,2021,202103,Проездная,Babidas,BA ice-4231,18,88200,35568.0
2021-04-01,2021,202104,Проездная,Babidas,BA ice-4231,33,192258,65208.0
2021-05-01,2021,202105,Проездная,Babidas,BA ice-4231,41,229641,81016.0
2021-06-01,2021,202106,Проездная,Babidas,BA ice-4231,39,204477,77064.0
2021-07-01,2021,202107,Проездная,Babidas,BA ice-4231,41,163221,81016.0
2021-08-01,2021,202108,Проездная,Babidas,BA ice-4231,35,161490,69160.0
2021-09-01,2021,202109,Проездная,Babidas,BA ice-4231,37,185518,73112.0
2021-10-01,2021,202110,Проездная,Babidas,BA ice-4231,30,152640,59280.0
2021-11-01,2021,202111,Проездная,Babidas,BA ice-4231,22,116534,43472.0
2021-12-01,2021,202112,Проездная,Babidas,BA ice-4231,26,108992,51376.0
2022-01-01,2022,202201,Проездная,Babidas,BA ice-4231,38,206188,75088.0
2022-02-01,2022,202202,Проездная,Babidas,BA ice-4231,24,123792,47424.0
2022-03-01,2022,202203,Проездная,Babidas,BA ice-4231,19,77843,37544.0
2022-04-01,2022,202204,Проездная,Babidas,BA ice-4231,36,208044,71136.0
2022-05-01,2022,202205,Проездная,Babidas,BA ice-4231,45,268830,88920.0
2022-06-01,2022,202206,Проездная,Babidas,BA ice-4231,43,243595,84968.0
2022-07-01,2022,202207,Проездная,Babidas,BA ice-4231,45,171540,88920.0
2022-08-01,2022,202208,Проездная,Babidas,BA ice-4231,38,168378,75088.0
2022-09-01,2022,202209,Проездная,Babidas,BA ice-4231,41,168592,81016.0
2022-10-01,2022,202210,Проездная,Babidas,BA ice-4231,33,168564,65208.0
2022-11-01,2022,202211,Проездная,Babidas,BA ice-4231,24,122112,47424.0
2022-12-01,2022,202212,Проездная,Babidas,BA ice-4231,29,133313,57304.0
2021-01-01,2021,202101,Проездная,Babidas,BA ai-2960,31,163618,55800.0
2021-02-01,2021,202102,Проездная,Babidas,BA ai-2960,20,119520,36000.0
2021-03-01,2021,202103,Проездная,Babidas,BA ai-2960,16,82560,28800.0
2021-04-01,2021,202104,Проездная,Babidas,BA ai-2960,29,171042,52200.0
2021-05-01,2021,202105,Проездная,Babidas,BA ai-2960,37,245939,66600.0
2021-06-01,2021,202106,Проездная,Babidas,BA ai-2960,35,225400,63000.0
2021-07-01,2021,202107,Проездная,Babidas,BA ai-2960,37,142154,66600.0
2021-08-01,2021,202108,Проездная,Babidas,BA ai-2960,31,148397,55800.0
2021-09-01,2021,202109,Проездная,Babidas,BA ai-2960,33,180543,59400.0
2021-10-01,2021,202110,Проездная,Babidas,BA ai-2960,27,150012,48600.0
2021-11-01,2021,202111,Проездная,Babidas,BA ai-2960,20,128920,36000.0
2021-12-01,2021,202112,Проездная,Babidas,BA ai-2960,24,110400,43200.0
2022-01-01,2022,202201,Проездная,Babidas,BA ai-2960,34,182376,61200.0
2022-02-01,2022,202202,Проездная,Babidas,BA ai-2960,22,133210,39600.0
2022-03-01,2022,202203,Проездная,Babidas,BA ai-2960,17,85595,30600.0
2022-04-01,2022,202204,Проездная,Babidas,BA ai-2960,32,208256,57600.0
2022-05-01,2022,202205,Проездная,Babidas,BA ai-2960,41,250674,73800.0
2022-06-01,2022,202206,Проездная,Babidas,BA ai-2960,39,224835,70200.0
2022-07-01,2022,202207,Проездная,Babidas,BA ai-2960,41,164410,73800.0
2022-08-01,2022,202208,Проездная,Babidas,BA ai-2960,34,186082,61200.0
2022-09-01,2022,202209,Проездная,Babidas,BA ai-2960,36,192924,64800.0
2022-10-01,2022,202210,Проездная,Babidas,BA ai-2960,30,178200,54000.0
2022-11-01,2022,202211,Проездная,Babidas,BA ai-2960,22,134882,39600.0
2022-12-01,2022,202212,Проездная,Babidas,BA ai-2960,26,144274,46800.0
2021-01-01,2021,202101,Проездная,Asic,AS air-7520,21,762993,433650.0
2021-02-01,2021,202102,Проездная,Asic,AS air-7520,13,471016,268450.0
2021-03-01,2021,202103,Проездная,Asic,AS air-7520,11,388091,227150.0
2021-04-01,2021,202104,Проездная,Asic,AS air-7520,20,743760,413000.0
2021-05-01,2021,202105,Проездная,Asic,AS air-7520,25,923025,516250.0
2021-06-01,2021,202106,Проездная,Asic,AS air-7520,24,866760,495600.0
2021-07-01,2021,202107,Проездная,Asic,AS air-7520,25,871675,516250.0
2021-08-01,2021,202108,Проездная,Asic,AS air-7520,21,747705,433650.0
2021-09-01,2021,202109,Проездная,Asic,AS air-7520,22,788766,454300.0
2021-10-01,2021,202110,Проездная,Asic,AS air-7520,18,652572,371700.0
2021-11-01,2021,202111,Проездная,Asic,AS air-7520,13,474097,268450.0
2021-12-01,2021,202112,Проездная,Asic,AS air-7520,16,575424,330400.0
2022-01-01,2022,202201,Проездная,Asic,AS air-7520,23,826505,474950.0
2022-02-01,2022,202202,Проездная,Asic,AS air-7520,15,545760,309750.0
2022-03-01,2022,202203,Проездная,Asic,AS air-7520,12,426204,247800.0
2022-04-01,2022,202204,Проездная,Asic,AS air-7520,22,800932,454300.0
2022-05-01,2022,202205,Проездная,Asic,AS air-7520,27,1000836,557550.0
2022-06-01,2022,202206,Проездная,Asic,AS air-7520,26,962156,536900.0
2022-07-01,2022,202207,Проездная,Asic,AS air-7520,27,932877,557550.0
2022-08-01,2022,202208,Проездная,Asic,AS air-7520,23,826436,474950.0
2022-09-01,2022,202209,Проездная,Asic,AS air-7520,25,904450,516250.0
2022-10-01,2022,202210,Проездная,Asic,AS air-7520,20,729400,413000.0
2022-11-01,2022,202211,Проездная,Asic,AS air-7520,15,538380,309750.0
2022-12-01,2022,202212,Проездная,Asic,AS air-7520,17,597193,351050.0
2021-01-01,2021,202101,Проездная,Asic,AS grou-3318,17,566253,266560.0
2021-02-01,2021,202102,Проездная,Asic,AS grou-3318,11,365948,172480.0
